90001,Los Angeles,California ,LOS ANGELES,06,037,CA 
95223,Arnold,California ,CALAVERAS,06,009,CA 
95226,Campo Seco,California ,CALAVERAS,06,009,CA 
95227,Clements,California ,SAN JOAQUIN,06,077,CA 
95228,Copperopolis,California ,CALAVERAS,06,009,CA 
95230,Farmington,California ,SAN JOAQUIN,06,077,CA 
95232,Glencoe,California ,CALAVERAS,06,009,CA 
95229,Douglas Flat,California ,CALAVERAS,06,009,CA 
95231,French Camp,California ,SAN JOAQUIN,06,077,CA 
95233,Hathaway Pines,California ,CALAVERAS,06,009,CA 
95234,Holt,California ,SAN JOAQUIN,06,077,CA 
95241,Lodi,California ,SAN JOAQUIN,06,077,CA 
95236,Linden,California ,SAN JOAQUIN,06,077,CA 
95240,Lodi,California ,SAN JOAQUIN,06,077,CA 
95245,Mokelumne Hill,California ,CALAVERAS,06,009,CA 
95242,Lodi,California ,SAN JOAQUIN,06,077,CA 
95246,Mountain Ranch,California ,CALAVERAS,06,009,CA 
95237,Lockeford,California ,SAN JOAQUIN,06,077,CA 
95252,Valley Springs,California ,CALAVERAS,06,009,CA 
95251,Vallecito,California ,CALAVERAS,06,009,CA 
95254,Wallace,California ,CALAVERAS,06,009,CA 
95253,Victor,California ,SAN JOAQUIN,06,077,CA 
95249,San Andreas,California ,CALAVERAS,06,009,CA 
95248,Rail Road Flat,California ,CALAVERAS,06,009,CA 
95247,Murphys,California ,CALAVERAS,06,009,CA 
95255,West Point,California ,CALAVERAS,06,009,CA 
95296,Stockton,California ,SAN JOAQUIN,06,077,CA 
95257,Wilseyville,California ,CALAVERAS,06,009,CA 
95297,Stockton,California ,SAN JOAQUIN,06,077,CA 
95258,Woodbridge,California ,SAN JOAQUIN,06,077,CA 
95269,Stockton,California ,SAN JOAQUIN,06,077,CA 
95303,Ballico,California ,MERCED,06,047,CA 
95301,Atwater,California ,MERCED,06,047,CA 
95267,Stockton,California ,SAN JOAQUIN,06,077,CA 
95304,Tracy,California ,SAN JOAQUIN,06,077,CA 
95307,Ceres,California ,STANISLAUS,06,099,CA 
95312,Cressey,California ,MERCED,06,047,CA 
95309,Chinese Camp,California ,TUOLUMNE,06,109,CA 
95311,Coulterville,California ,MARIPOSA,06,043,CA 
95306,Catheys Valley,California ,MARIPOSA,06,043,CA 
95310,Columbia,California ,TUOLUMNE,06,109,CA 
95305,Big Oak Flat,California ,TUOLUMNE,06,109,CA 
95313,Crows Landing,California ,STANISLAUS,06,099,CA 
95315,Delhi,California ,MERCED,06,047,CA 
95316,Denair,California ,STANISLAUS,06,099,CA 
95320,Escalon,California ,SAN JOAQUIN,06,077,CA 
95317,El Nido,California ,MERCED,06,047,CA 
95321,Groveland,California ,TUOLUMNE,06,109,CA 
95318,El Portal,California ,MARIPOSA,06,043,CA 
95319,Empire,California ,STANISLAUS,06,099,CA 
95322,Gustine,California ,MERCED,06,047,CA 
95324,Hilmar,California ,MERCED,06,047,CA 
95323,Hickman,California ,STANISLAUS,06,099,CA 
95325,Hornitos,California ,MARIPOSA,06,043,CA 
95326,Hughson,California ,STANISLAUS,06,099,CA 
95328,Keyes,California ,STANISLAUS,06,099,CA 
95329,La Grange,California ,STANISLAUS,06,099,CA 
95327,Jamestown,California ,TUOLUMNE,06,109,CA 
95330,Lathrop,California ,SAN JOAQUIN,06,077,CA 
95335,Long Barn,California ,TUOLUMNE,06,109,CA 
95336,Manteca,California ,SAN JOAQUIN,06,077,CA 
95333,Le Grand,California ,MERCED,06,047,CA 
95334,Livingston,California ,MERCED,06,047,CA 
95337,Manteca,California ,SAN JOAQUIN,06,077,CA 
95338,Mariposa,California ,MARIPOSA,06,043,CA 
95340,Merced,California ,MERCED,06,047,CA 
95341,Merced,California ,MERCED,06,047,CA 
95345,Midpines,California ,MARIPOSA,06,043,CA 
95344,Merced,California ,MERCED,06,047,CA 
95346,Mi Wuk Village,California ,TUOLUMNE,06,109,CA 
95348,Merced,California ,MERCED,06,047,CA 
95347,Moccasin,California ,TUOLUMNE,06,109,CA 
95343,Merced,California ,MERCED,06,047,CA 
95350,Modesto,California ,STANISLAUS,06,099,CA 
95351,Modesto,California ,STANISLAUS,06,099,CA 
95352,Modesto,California ,STANISLAUS,06,099,CA 
95356,Modesto,California ,STANISLAUS,06,099,CA 
95358,Modesto,California ,STANISLAUS,06,099,CA 
95353,Modesto,California ,STANISLAUS,06,099,CA 
95355,Modesto,California ,STANISLAUS,06,099,CA 
95357,Modesto,California ,STANISLAUS,06,099,CA 
95360,Newman,California ,STANISLAUS,06,099,CA 
95354,Modesto,California ,STANISLAUS,06,099,CA 
95361,Oakdale,California ,STANISLAUS,06,099,CA 
95368,Salida,California ,STANISLAUS,06,099,CA 
95367,Riverbank,California ,STANISLAUS,06,099,CA 
95365,Planada,California ,MERCED,06,047,CA 
95363,Patterson,California ,STANISLAUS,06,099,CA 
95366,Ripon,California ,SAN JOAQUIN,06,077,CA 
95369,Snelling,California ,MERCED,06,047,CA 
95364,Pinecrest,California ,TUOLUMNE,06,109,CA 
95370,Sonora,California ,TUOLUMNE,06,109,CA 
95375,Strawberry,California ,TUOLUMNE,06,109,CA 
95378,Tracy,California ,SAN JOAQUIN,06,077,CA 
95376,Tracy,California ,SAN JOAQUIN,06,077,CA 
95373,Standard,California ,TUOLUMNE,06,109,CA 
95377,Tracy,California ,SAN JOAQUIN,06,077,CA 
95374,Stevinson,California ,MERCED,06,047,CA 
95372,Soulsbyville,California ,TUOLUMNE,06,109,CA 
95379,Tuolumne,California ,TUOLUMNE,06,109,CA 
95382,Turlock,California ,STANISLAUS,06,099,CA 
95380,Turlock,California ,STANISLAUS,06,099,CA 
95386,Waterford,California ,STANISLAUS,06,099,CA 
95385,Vernalis,California ,SAN JOAQUIN,06,077,CA 
95383,Twain Harte,California ,TUOLUMNE,06,109,CA 
95387,Westley,California ,STANISLAUS,06,099,CA 
95381,Turlock,California ,STANISLAUS,06,099,CA 
95388,Winton,California ,MERCED,06,047,CA 
95397,Modesto,California ,STANISLAUS,06,099,CA 
95391,Tracy,California ,SAN JOAQUIN,06,077,CA 
95389,Yosemite National Park,California ,MARIPOSA,06,043,CA 
95401,Santa Rosa,California ,SONOMA,06,097,CA 
95402,Santa Rosa,California ,SONOMA,06,097,CA 
95403,Santa Rosa,California ,SONOMA,06,097,CA 
95404,Santa Rosa,California ,SONOMA,06,097,CA 
95405,Santa Rosa,California ,SONOMA,06,097,CA 
95409,Santa Rosa,California ,SONOMA,06,097,CA 
95410,Albion,California ,MENDOCINO,06,045,CA 
95416,Boyes Hot Springs,California ,SONOMA,06,097,CA 
95406,Santa Rosa,California ,SONOMA,06,097,CA 
95415,Boonville,California ,MENDOCINO,06,045,CA 
95407,Santa Rosa,California ,SONOMA,06,097,CA 
95417,Branscomb,California ,MENDOCINO,06,045,CA 
95412,Annapolis,California ,SONOMA,06,097,CA 
95418,Calpella,California ,MENDOCINO,06,045,CA 
95421,Cazadero,California ,SONOMA,06,097,CA 
95424,Clearlake Park,California ,LAKE,06,033,CA 
95419,Camp Meeker,California ,SONOMA,06,097,CA 
95422,Clearlake,California ,LAKE,06,033,CA 
95423,Clearlake Oaks,California ,LAKE,06,033,CA 
95425,Cloverdale,California ,SONOMA,06,097,CA 
95420,Caspar,California ,MENDOCINO,06,045,CA 
95426,Cobb,California ,LAKE,06,033,CA 
95427,Comptche,California ,MENDOCINO,06,045,CA 
95433,El Verano,California ,SONOMA,06,097,CA 
95428,Covelo,California ,MENDOCINO,06,045,CA 
95435,Finley,California ,LAKE,06,033,CA 
95432,Elk,California ,MENDOCINO,06,045,CA 
95429,Dos Rios,California ,MENDOCINO,06,045,CA 
95430,Duncans Mills,California ,SONOMA,06,097,CA 
95431,Eldridge,California ,SONOMA,06,097,CA 
95436,Forestville,California ,SONOMA,06,097,CA 
95437,Fort Bragg,California ,MENDOCINO,06,045,CA 
95441,Geyserville,California ,SONOMA,06,097,CA 
95439,Fulton,California ,SONOMA,06,097,CA 
95444,Graton,California ,SONOMA,06,097,CA 
95445,Gualala,California ,MENDOCINO,06,045,CA 
95443,Glenhaven,California ,LAKE,06,033,CA 
95442,Glen Ellen,California ,SONOMA,06,097,CA 
95446,Guerneville,California ,SONOMA,06,097,CA 
95451,Kelseyville,California ,LAKE,06,033,CA 
95449,Hopland,California ,MENDOCINO,06,045,CA 
95450,Jenner,California ,SONOMA,06,097,CA 
95448,Healdsburg,California ,SONOMA,06,097,CA 
95454,Laytonville,California ,MENDOCINO,06,045,CA 
95452,Kenwood,California ,SONOMA,06,097,CA 
95453,Lakeport,California ,LAKE,06,033,CA 
95456,Little River,California ,MENDOCINO,06,045,CA 
95457,Lower Lake,California ,LAKE,06,033,CA 
95464,Nice,California ,LAKE,06,033,CA 
95463,Navarro,California ,MENDOCINO,06,045,CA 
95461,Middletown,California ,LAKE,06,033,CA 
95459,Manchester,California ,MENDOCINO,06,045,CA 
95462,Monte Rio,California ,SONOMA,06,097,CA 
95458,Lucerne,California ,LAKE,06,033,CA 
95460,Mendocino,California ,MENDOCINO,06,045,CA 
95467,Hidden Valley Lake,California ,LAKE,06,033,CA 
95470,Redwood Valley,California ,MENDOCINO,06,045,CA 
95468,Point Arena,California ,MENDOCINO,06,045,CA 
95469,Potter Valley,California ,MENDOCINO,06,045,CA 
95472,Sebastopol,California ,SONOMA,06,097,CA 
95465,Occidental,California ,SONOMA,06,097,CA 
95466,Philo,California ,MENDOCINO,06,045,CA 
95471,Rio Nido,California ,SONOMA,06,097,CA 
95486,Villa Grande,California ,SONOMA,06,097,CA 
95481,Talmage,California ,MENDOCINO,06,045,CA 
95473,Sebastopol,California ,SONOMA,06,097,CA 
95485,Upper Lake,California ,LAKE,06,033,CA 
95476,Sonoma,California ,SONOMA,06,097,CA 
95487,Vineburg,California ,SONOMA,06,097,CA 
95482,Ukiah,California ,MENDOCINO,06,045,CA 
95480,Stewarts Point,California ,SONOMA,06,097,CA 
95502,Eureka,California ,HUMBOLDT,06,023,CA 
95488,Westport,California ,MENDOCINO,06,045,CA 
95497,The Sea Ranch,California ,SONOMA,06,097,CA 
95494,Yorkville,California ,MENDOCINO,06,045,CA 
95492,Windsor,California ,SONOMA,06,097,CA 
95501,Eureka,California ,HUMBOLDT,06,023,CA 
95490,Willits,California ,MENDOCINO,06,045,CA 
95493,Witter Springs,California ,LAKE,06,033,CA 
95503,Eureka,California ,HUMBOLDT,06,023,CA 
95519,Mckinleyville,California ,HUMBOLDT,06,023,CA 
95518,Arcata,California ,HUMBOLDT,06,023,CA 
95514,Blocksburg,California ,HUMBOLDT,06,023,CA 
95524,Bayside,California ,HUMBOLDT,06,023,CA 
95525,Blue Lake,California ,HUMBOLDT,06,023,CA 
95521,Arcata,California ,HUMBOLDT,06,023,CA 
95511,Alderpoint,California ,HUMBOLDT,06,023,CA 
95527,Burnt Ranch,California ,TRINITY,06,105,CA 
95528,Carlotta,California ,HUMBOLDT,06,023,CA 
95526,Bridgeville,California ,HUMBOLDT,06,023,CA 
95537,Fields Landing,California ,HUMBOLDT,06,023,CA 
95531,Crescent City,California ,DEL NORTE,06,015,CA 
95532,Crescent City,California ,DEL NORTE,06,015,CA 
95536,Ferndale,California ,HUMBOLDT,06,023,CA 
95534,Cutten,California ,HUMBOLDT,06,023,CA 
95545,Honeydew,California ,HUMBOLDT,06,023,CA 
95547,Hydesville,California ,HUMBOLDT,06,023,CA 
95538,Fort Dick,California ,DEL NORTE,06,015,CA 
95542,Garberville,California ,HUMBOLDT,06,023,CA 
95546,Hoopa,California ,HUMBOLDT,06,023,CA 
95543,Gasquet,California ,DEL NORTE,06,015,CA 
95548,Klamath,California ,DEL NORTE,06,015,CA 
95540,Fortuna,California ,HUMBOLDT,06,023,CA 
95549,Kneeland,California ,HUMBOLDT,06,023,CA 
95556,Orleans,California ,HUMBOLDT,06,023,CA 
95554,Myers Flat,California ,HUMBOLDT,06,023,CA 
95553,Miranda,California ,HUMBOLDT,06,023,CA 
95552,Mad River,California ,TRINITY,06,105,CA 
95555,Orick,California ,HUMBOLDT,06,023,CA 
95551,Loleta,California ,HUMBOLDT,06,023,CA 
95550,Korbel,California ,HUMBOLDT,06,023,CA 
95558,Petrolia,California ,HUMBOLDT,06,023,CA 
95559,Phillipsville,California ,HUMBOLDT,06,023,CA 
95562,Rio Dell,California ,HUMBOLDT,06,023,CA 
95567,Smith River,California ,DEL NORTE,06,015,CA 
95560,Redway,California ,HUMBOLDT,06,023,CA 
95563,Salyer,California ,TRINITY,06,105,CA 
95564,Samoa,California ,HUMBOLDT,06,023,CA 
95565,Scotia,California ,HUMBOLDT,06,023,CA 
95568,Somes Bar,California ,SISKIYOU,06,093,CA 
95587,Piercy,California ,MENDOCINO,06,045,CA 
95573,Willow Creek,California ,HUMBOLDT,06,023,CA 
95585,Leggett,California ,MENDOCINO,06,045,CA 
95570,Trinidad,California ,HUMBOLDT,06,023,CA 
95571,Weott,California ,HUMBOLDT,06,023,CA 
95589,Whitethorn,California ,HUMBOLDT,06,023,CA 
95569,Redcrest,California ,HUMBOLDT,06,023,CA 
95595,Zenia,California ,TRINITY,06,105,CA 
95602,Auburn,California ,PLACER,06,061,CA 
95603,Auburn,California ,PLACER,06,061,CA 
95604,Auburn,California ,PLACER,06,061,CA 
95601,Amador City,California ,AMADOR,06,005,CA 
95606,Brooks,California ,YOLO,06,113,CA 
95607,Capay,California ,YOLO,06,113,CA 
95605,West Sacramento,California ,YOLO,06,113,CA 
95608,Carmichael,California ,SACRAMENTO,06,067,CA 
95609,Carmichael,California ,SACRAMENTO,06,067,CA 
95610,Citrus Heights,California ,SACRAMENTO,06,067,CA 
95614,Cool,California ,EL DORADO,06,017,CA 
95612,Clarksburg,California ,YOLO,06,113,CA 
95615,Courtland,California ,SACRAMENTO,06,067,CA 
95613,Coloma,California ,EL DORADO,06,017,CA 
95611,Citrus Heights,California ,SACRAMENTO,06,067,CA 
95616,Davis,California ,YOLO,06,113,CA 
95624,Elk Grove,California ,SACRAMENTO,06,067,CA 
95619,Diamond Springs,California ,EL DORADO,06,017,CA 
95620,Dixon,California ,SOLANO,06,095,CA 
95621,Citrus Heights,California ,SACRAMENTO,06,067,CA 
95617,Davis,California ,YOLO,06,113,CA 
95623,El Dorado,California ,EL DORADO,06,017,CA 
95625,Elmira,California ,SOLANO,06,095,CA 
95618,Davis,California ,YOLO,06,113,CA 
95628,Fair Oaks,California ,SACRAMENTO,06,067,CA 
95626,Elverta,California ,SACRAMENTO,06,067,CA 
95632,Galt,California ,SACRAMENTO,06,067,CA 
95627,Esparto,California ,YOLO,06,113,CA 
95630,Folsom,California ,SACRAMENTO,06,067,CA 
95629,Fiddletown,California ,AMADOR,06,005,CA 
95633,Garden Valley,California ,EL DORADO,06,017,CA 
95631,Foresthill,California ,PLACER,06,061,CA 
95634,Georgetown,California ,EL DORADO,06,017,CA 
95639,Hood,California ,SACRAMENTO,06,067,CA 
95640,Ione,California ,AMADOR,06,005,CA 
95635,Greenwood,California ,EL DORADO,06,017,CA 
95636,Grizzly Flats,California ,EL DORADO,06,017,CA 
95638,Herald,California ,SACRAMENTO,06,067,CA 
95637,Guinda,California ,YOLO,06,113,CA 
95641,Isleton,California ,SACRAMENTO,06,067,CA 
95642,Jackson,California ,AMADOR,06,005,CA 
95645,Knights Landing,California ,YOLO,06,113,CA 
95650,Loomis,California ,PLACER,06,061,CA 
95648,Lincoln,California ,PLACER,06,061,CA 
95646,Kirkwood,California ,ALPINE,06,003,CA 
95644,Kit Carson,California ,AMADOR,06,005,CA 
95651,Lotus,California ,EL DORADO,06,017,CA 
95652,Mcclellan,California ,SACRAMENTO,06,067,CA 
95653,Madison,California ,YOLO,06,113,CA 
95659,Nicolaus,California ,SUTTER,06,101,CA 
95658,Newcastle,California ,PLACER,06,061,CA 
95654,Martell,California ,AMADOR,06,005,CA 
95661,Roseville,California ,PLACER,06,061,CA 
95660,North Highlands,California ,SACRAMENTO,06,067,CA 
95656,Mount Aukum,California ,EL DORADO,06,017,CA 
95655,Mather,California ,SACRAMENTO,06,067,CA 
95662,Orangevale,California ,SACRAMENTO,06,067,CA 
95663,Penryn,California ,PLACER,06,061,CA 
95668,Pleasant Grove,California ,SUTTER,06,101,CA 
95666,Pioneer,California ,AMADOR,06,005,CA 
95669,Plymouth,California ,AMADOR,06,005,CA 
95670,Rancho Cordova,California ,SACRAMENTO,06,067,CA 
95664,Pilot Hill,California ,EL DORADO,06,017,CA 
95665,Pine Grove,California ,AMADOR,06,005,CA 
95667,Placerville,California ,EL DORADO,06,017,CA 
95671,Represa,California ,SACRAMENTO,06,067,CA 
95675,River Pines,California ,AMADOR,06,005,CA 
95676,Robbins,California ,SUTTER,06,101,CA 
95674,Rio Oso,California ,SUTTER,06,101,CA 
95672,Rescue,California ,EL DORADO,06,017,CA 
95673,Rio Linda,California ,SACRAMENTO,06,067,CA 
95677,Rocklin,California ,PLACER,06,061,CA 
95678,Roseville,California ,PLACER,06,061,CA 
95679,Rumsey,California ,YOLO,06,113,CA 
95680,Ryde,California ,SACRAMENTO,06,067,CA 
95685,Sutter Creek,California ,AMADOR,06,005,CA 
95683,Sloughhouse,California ,SACRAMENTO,06,067,CA 
95682,Shingle Springs,California ,EL DORADO,06,017,CA 
95686,Thornton,California ,SAN JOAQUIN,06,077,CA 
95687,Vacaville,California ,SOLANO,06,095,CA 
95681,Sheridan,California ,PLACER,06,061,CA 
95684,Somerset,California ,EL DORADO,06,017,CA 
95688,Vacaville,California ,SOLANO,06,095,CA 
95689,Volcano,California ,AMADOR,06,005,CA 
95690,Walnut Grove,California ,SACRAMENTO,06,067,CA 
95693,Wilton,California ,SACRAMENTO,06,067,CA 
95694,Winters,California ,YOLO,06,113,CA 
95691,West Sacramento,California ,YOLO,06,113,CA 
95692,Wheatland,California ,YUBA,06,115,CA 
95695,Woodland,California ,YOLO,06,113,CA 
95701,Alta,California ,PLACER,06,061,CA 
95709,Camino,California ,EL DORADO,06,017,CA 
95696,Vacaville,California ,SOLANO,06,095,CA 
95697,Yolo,California ,YOLO,06,113,CA 
95712,Chicago Park,California ,NEVADA,06,057,CA 
95703,Applegate,California ,PLACER,06,061,CA 
95699,Drytown,California ,AMADOR,06,005,CA 
95698,Zamora,California ,YOLO,06,113,CA 
95713,Colfax,California ,PLACER,06,061,CA 
95714,Dutch Flat,California ,PLACER,06,061,CA 
95715,Emigrant Gap,California ,PLACER,06,061,CA 
95721,Echo Lake,California ,EL DORADO,06,017,CA 
95724,Norden,California ,NEVADA,06,057,CA 
95717,Gold Run,California ,PLACER,06,061,CA 
95722,Meadow Vista,California ,PLACER,06,061,CA 
95720,Kyburz,California ,EL DORADO,06,017,CA 
95728,Soda Springs,California ,NEVADA,06,057,CA 
95726,Pollock Pines,California ,EL DORADO,06,017,CA 
95735,Twin Bridges,California ,EL DORADO,06,017,CA 
95736,Weimar,California ,PLACER,06,061,CA 
95746,Granite Bay,California ,PLACER,06,061,CA 
95747,Roseville,California ,PLACER,06,061,CA 
95742,Rancho Cordova,California ,SACRAMENTO,06,067,CA 
95741,Rancho Cordova,California ,SACRAMENTO,06,067,CA 
95758,Elk Grove,California ,SACRAMENTO,06,067,CA 
95757,Elk Grove,California ,SACRAMENTO,06,067,CA 
95759,Elk Grove,California ,SACRAMENTO,06,067,CA 
95763,Folsom,California ,SACRAMENTO,06,067,CA 
95776,Woodland,California ,YOLO,06,113,CA 
95762,El Dorado Hills,California ,EL DORADO,06,017,CA 
95765,Rocklin,California ,PLACER,06,061,CA 
95798,West Sacramento,California ,YOLO,06,113,CA 
95811,Sacramento,California ,SACRAMENTO,06,067,CA 
95799,West Sacramento,California ,YOLO,06,113,CA 
95813,Sacramento,California ,SACRAMENTO,06,067,CA 
95816,Sacramento,California ,SACRAMENTO,06,067,CA 
95812,Sacramento,California ,SACRAMENTO,06,067,CA 
95815,Sacramento,California ,SACRAMENTO,06,067,CA 
95817,Sacramento,California ,SACRAMENTO,06,067,CA 
95814,Sacramento,California ,SACRAMENTO,06,067,CA 
95819,Sacramento,California ,SACRAMENTO,06,067,CA 
95818,Sacramento,California ,SACRAMENTO,06,067,CA 
95822,Sacramento,California ,SACRAMENTO,06,067,CA 
95820,Sacramento,California ,SACRAMENTO,06,067,CA 
95821,Sacramento,California ,SACRAMENTO,06,067,CA 
95823,Sacramento,California ,SACRAMENTO,06,067,CA 
95825,Sacramento,California ,SACRAMENTO,06,067,CA 
95824,Sacramento,California ,SACRAMENTO,06,067,CA 
95827,Sacramento,California ,SACRAMENTO,06,067,CA 
95826,Sacramento,California ,SACRAMENTO,06,067,CA 
95828,Sacramento,California ,SACRAMENTO,06,067,CA 
95829,Sacramento,California ,SACRAMENTO,06,067,CA 
95830,Sacramento,California ,SACRAMENTO,06,067,CA 
95832,Sacramento,California ,SACRAMENTO,06,067,CA 
95831,Sacramento,California ,SACRAMENTO,06,067,CA 
95833,Sacramento,California ,SACRAMENTO,06,067,CA 
95834,Sacramento,California ,SACRAMENTO,06,067,CA 
95835,Sacramento,California ,SACRAMENTO,06,067,CA 
95836,Sacramento,California ,SACRAMENTO,06,067,CA 
95838,Sacramento,California ,SACRAMENTO,06,067,CA 
95837,Sacramento,California ,SACRAMENTO,06,067,CA 
95841,Sacramento,California ,SACRAMENTO,06,067,CA 
95842,Sacramento,California ,SACRAMENTO,06,067,CA 
95840,Sacramento,California ,SACRAMENTO,06,067,CA 
95843,Antelope,California ,SACRAMENTO,06,067,CA 
95851,Sacramento,California ,SACRAMENTO,06,067,CA 
95852,Sacramento,California ,SACRAMENTO,06,067,CA 
95867,Sacramento,California ,SACRAMENTO,06,067,CA 
95864,Sacramento,California ,SACRAMENTO,06,067,CA 
95853,Sacramento,California ,SACRAMENTO,06,067,CA 
95865,Sacramento,California ,SACRAMENTO,06,067,CA 
95866,Sacramento,California ,SACRAMENTO,06,067,CA 
95860,Sacramento,California ,SACRAMENTO,06,067,CA 
95894,Sacramento,California ,SACRAMENTO,06,067,CA 
95899,Sacramento,California ,SACRAMENTO,06,067,CA 
95903,Beale AFB,California ,YUBA,06,115,CA 
95912,Arbuckle,California ,COLUSA,06,011,CA 
95901,Marysville,California ,YUBA,06,115,CA 
95913,Artois,California ,GLENN,06,021,CA 
95910,Alleghany,California ,SIERRA,06,091,CA 
95914,Bangor,California ,BUTTE,06,007,CA 
95915,Belden,California ,PLUMAS,06,063,CA 
95919,Brownsville,California ,YUBA,06,115,CA 
95920,Butte City,California ,GLENN,06,021,CA 
95916,Berry Creek,California ,BUTTE,06,007,CA 
95917,Biggs,California ,BUTTE,06,007,CA 
95918,Browns Valley,California ,YUBA,06,115,CA 
95923,Canyon Dam,California ,PLUMAS,06,063,CA 
95922,Camptonville,California ,YUBA,06,115,CA 
95924,Cedar Ridge,California ,NEVADA,06,057,CA 
95925,Challenge,California ,YUBA,06,115,CA 
95929,Chico,California ,BUTTE,06,007,CA 
95927,Chico,California ,BUTTE,06,007,CA 
95926,Chico,California ,BUTTE,06,007,CA 
95930,Clipper Mills,California ,BUTTE,06,007,CA 
95928,Chico,California ,BUTTE,06,007,CA 
95934,Crescent Mills,California ,PLUMAS,06,063,CA 
95932,Colusa,California ,COLUSA,06,011,CA 
95935,Dobbins,California ,YUBA,06,115,CA 
95936,Downieville,California ,SIERRA,06,091,CA 
95939,Elk Creek,California ,GLENN,06,021,CA 
95940,Feather Falls,California ,BUTTE,06,007,CA 
95938,Durham,California ,BUTTE,06,007,CA 
95937,Dunnigan,California ,YOLO,06,113,CA 
95942,Forest Ranch,California ,BUTTE,06,007,CA 
95941,Forbestown,California ,BUTTE,06,007,CA 
95943,Glenn,California ,GLENN,06,021,CA 
95949,Grass Valley,California ,NEVADA,06,057,CA 
95944,Goodyears Bar,California ,SIERRA,06,091,CA 
95945,Grass Valley,California ,NEVADA,06,057,CA 
95946,Penn Valley,California ,NEVADA,06,057,CA 
95947,Greenville,California ,PLUMAS,06,063,CA 
95948,Gridley,California ,BUTTE,06,007,CA 
95951,Hamilton City,California ,GLENN,06,021,CA 
95950,Grimes,California ,COLUSA,06,011,CA 
95953,Live Oak,California ,SUTTER,06,101,CA 
95955,Maxwell,California ,COLUSA,06,011,CA 
95958,Nelson,California ,BUTTE,06,007,CA 
95959,Nevada City,California ,NEVADA,06,057,CA 
95957,Meridian,California ,SUTTER,06,101,CA 
95956,Meadow Valley,California ,PLUMAS,06,063,CA 
95954,Magalia,California ,BUTTE,06,007,CA 
95960,North San Juan,California ,NEVADA,06,057,CA 
95961,Olivehurst,California ,YUBA,06,115,CA 
95966,Oroville,California ,BUTTE,06,007,CA 
95968,Palermo,California ,BUTTE,06,007,CA 
95963,Orland,California ,GLENN,06,021,CA 
95965,Oroville,California ,BUTTE,06,007,CA 
95967,Paradise,California ,BUTTE,06,007,CA 
95969,Paradise,California ,BUTTE,06,007,CA 
95962,Oregon House,California ,YUBA,06,115,CA 
95970,Princeton,California ,COLUSA,06,011,CA 
95977,Smartsville,California ,NEVADA,06,057,CA 
95972,Rackerby,California ,YUBA,06,115,CA 
95973,Chico,California ,BUTTE,06,007,CA 
95976,Chico,California ,BUTTE,06,007,CA 
95974,Richvale,California ,BUTTE,06,007,CA 
95971,Quincy,California ,PLUMAS,06,063,CA 
95975,Rough And Ready,California ,NEVADA,06,057,CA 
95978,Stirling City,California ,BUTTE,06,007,CA 
95979,Stonyford,California ,COLUSA,06,011,CA 
95981,Strawberry Valley,California ,YUBA,06,115,CA 
95980,Storrie,California ,PLUMAS,06,063,CA 
95987,Williams,California ,COLUSA,06,011,CA 
95983,Taylorsville,California ,PLUMAS,06,063,CA 
95984,Twain,California ,PLUMAS,06,063,CA 
95982,Sutter,California ,SUTTER,06,101,CA 
95986,Washington,California ,NEVADA,06,057,CA 
95988,Willows,California ,GLENN,06,021,CA 
95991,Yuba City,California ,SUTTER,06,101,CA 
95993,Yuba City,California ,SUTTER,06,101,CA 
96006,Adin,California ,MODOC,06,049,CA 
95992,Yuba City,California ,SUTTER,06,101,CA 
96002,Redding,California ,SHASTA,06,089,CA 
96003,Redding,California ,SHASTA,06,089,CA 
96001,Redding,California ,SHASTA,06,089,CA 
96007,Anderson,California ,SHASTA,06,089,CA 
96016,Cassel,California ,SHASTA,06,089,CA 
96017,Castella,California ,SHASTA,06,089,CA 
96024,Douglas City,California ,TRINITY,06,105,CA 
96020,Chester,California ,PLUMAS,06,063,CA 
96019,Shasta Lake,California ,SHASTA,06,089,CA 
96021,Corning,California ,TEHAMA,06,103,CA 
96022,Cottonwood,California ,SHASTA,06,089,CA 
96025,Dunsmuir,California ,SISKIYOU,06,093,CA 
96023,Dorris,California ,SISKIYOU,06,093,CA 
96027,Etna,California ,SISKIYOU,06,093,CA 
96028,Fall River Mills,California ,SHASTA,06,089,CA 
96032,Fort Jones,California ,SISKIYOU,06,093,CA 
96029,Flournoy,California ,TEHAMA,06,103,CA 
96033,French Gulch,California ,SHASTA,06,089,CA 
96031,Forks Of Salmon,California ,SISKIYOU,06,093,CA 
96034,Gazelle,California ,SISKIYOU,06,093,CA 
96037,Greenview,California ,SISKIYOU,06,093,CA 
96035,Gerber,California ,TEHAMA,06,103,CA 
96038,Grenada,California ,SISKIYOU,06,093,CA 
96048,Junction City,California ,TRINITY,06,105,CA 
96039,Happy Camp,California ,SISKIYOU,06,093,CA 
96044,Hornbrook,California ,SISKIYOU,06,093,CA 
96047,Igo,California ,SHASTA,06,089,CA 
96046,Hyampom,California ,TRINITY,06,105,CA 
96041,Hayfork,California ,TRINITY,06,105,CA 
96040,Hat Creek,California ,SHASTA,06,089,CA 
96049,Redding,California ,SHASTA,06,089,CA 
96051,Lakehead,California ,SHASTA,06,089,CA 
96057,Mccloud,California ,SISKIYOU,06,093,CA 
